"edad" "desplazado_municipio" "anios_viviendo_municipio" "razon_desplazamiento" "padre_vive_hogar" "satisfecho" "ingreso_economico" "salud" "nivel_seguridad" "trabajo" "feliz" "tranquilidad" "vale_vivir" "ninos" "hogares_completos"
"1070" 39 "1" 39 "0" "2" 10 8 10 9 9 8 8 10 1 1
"1071" 46 "2" 2 "8" "3" 8 7 9 7 8 8 8 9 1 1
"1072" 32 "1" 32 "0" "3" 8 5 8 8 9 8 8 9 4 1
"1073" 46 "2" 2 "3" "2" 9 5 7 9 8 8 8 9 1 1
"1074" 59 "1" 59 "0" "3" 9 8 9 10 9 10 10 10 1 1
"1075" 43 "1" 43 "0" "2" 9 9 9 9 9 9 9 10 3 1
"1076" 38 "2" 2 "5" "2" 8 7 8 8 8 8 7 8 1 1
"1077" 26 "1" 26 "0" "3" 8 7 8 7 8 7 7 8 1 1
"1078" 71 "1" 71 "0" "3" 7 6 6 9 6 7 5 7 1 1
"1079" 93 "1" 93 "0" "3" 8 8 7 10 8 8 9 8 1 1
"1080" 54 "2" 2 "8" "2" 8 7 8 8 8 3 2 8 1 1
"1081" 67 "1" 67 "0" "3" 9 9 8 10 8 9 9 10 1 1
"1082" 90 "2" 2 "9" "3" 8 7 7 8 8 7 7 8 1 1
"1083" 25 "1" 25 "0" "2" 7 5 8 10 10 8 8 9 2 1
"1084" 49 "2" 2 "3" "3" 8 9 6 7 8 10 10 10 2 1
"1085" 40 "1" 40 "0" "2" 9 9 9 10 6 7 10 9 2 1
"1086" 64 "1" 64 "0" "3" 10 9 7 8 10 10 10 10 1 1
"1087" 45 "1" 45 "0" "3" 10 5 10 10 5 10 10 10 2 1
"1088" 69 "1" 69 "0" "3" 10 9 10 6 10 10 10 10 1 1
"1089" 30 "1" 30 "0" "3" 8 9 8 7 9 7 7 9 4 1
"1090" 38 "2" 2 "3" "2" 8 9 7 8 8 9 8 8 2 1
"1091" 40 "2" 2 "3" "2" 10 10 10 10 2 10 10 10 2 1
"1092" 83 "2" 2 "8" "3" 10 9 0 10 10 3 2 10 2 1
"1093" 59 "1" 59 "0" "3" 9 4 4 10 10 10 10 10 2 1
"1094" 43 "1" 43 "0" "1" 10 10 10 10 10 5 10 10 2 1
"1095" 60 "1" 60 "0" "1" 10 10 10 8 0 8 8 10 1 1
"1096" 58 "1" 58 "0" "3" 10 9 9 10 10 8 10 10 1 1
"1097" 54 "2" 2 "4" "3" 7 9 8 7 6 6 8 10 1 1
"1098" 43 "1" 43 "0" "3" 5 5 7 7 5 7 7 7 1 1
"1099" 94 "1" 94 "0" "3" 10 10 10 10 10 10 10 10 1 1
"1100" 26 "1" 26 "0" "3" 10 2 9 4 5 4 4 10 1 1
"1101" 58 "1" 58 "0" "3" 8 4 6 7 6 7 7 10 4 1
"1102" 48 "1" 48 "0" "2" 6 5 3 4 6 6 6 8 1 1
"1103" 48 "1" 48 "0" "3" 6 6 5 8 6 2 2 10 2 1
"1104" 74 "2" 2 "9" "3" 8 10 8 7 10 8 5 10 1 1
"1105" 78 "2" 2 "9" "3" 8 10 8 10 10 10 10 10 1 1
"1106" 34 "2" 2 "5" "3" 7 0 0 8 3 8 7 8 2 1
"1107" 35 "1" 35 "0" "3" 8 5 10 8 5 8 6 8 2 1
"1108" 67 "1" 67 "0" "2" 7 3 8 7 8 8 8 8 2 1
"1109" 64 "1" 64 "0" "3" 6 2 6 7 5 7 7 8 1 1
"1110" 59 "1" 59 "0" "3" 10 10 10 10 10 10 10 10 2 1
"1111" 60 "1" 60 "0" "2" 10 7 7 7 0 10 10 10 1 1
"1112" 51 "1" 51 "0" "3" 10 9 0 10 10 10 0 10 2 1
"1113" 27 "1" 27 "0" "2" 8 5 8 8 8 7 7 10 1 1
"1114" 38 "1" 38 "0" "2" 8 7 8 10 8 7 3 10 1 1
"1115" 46 "1" 46 "0" "2" 10 10 5 2 0 5 5 10 2 1
"1116" 45 "1" 45 "0" "2" 9 9 9 9 9 9 9 10 2 1
"1117" 30 "1" 30 "0" "2" 10 10 10 8 7 10 10 10 2 1
"1118" 50 "1" 50 "0" "3" 10 5 5 10 10 10 10 10 1 1
"1119" 61 "1" 61 "0" "3" 5 5 9 8 5 6 3 7 1 1
"1120" 34 "1" 34 "0" "3" 6 7 8 6 8 6 4 8 2 1
"1121" 49 "1" 49 "0" "3" 8 6 8 7 7 8 6 8 4 1
"1122" 78 "1" 78 "0" "3" 5 7 4 10 5 0 10 6 1 1
"1123" 47 "2" 2 "8" "2" 8 10 10 10 10 10 10 10 2 1
"1124" 47 "1" 47 "0" "3" 6 9 10 10 0 6 0 10 3 1
"1125" 76 "1" 76 "0" "2" 9 8 9 8 8 9 8 9 2 1
"1126" 41 "1" 41 "0" "2" 10 10 10 10 10 5 6 10 3 1
"1127" 49 "2" 2 "3" "3" 7 9 8 8 7 8 8 8 3 1
"1128" 32 "2" 2 "3" "2" 10 9 10 8 9 8 8 10 3 1
"1129" 52 "1" 52 "0" "3" 9 7 8 7 8 8 8 8 2 1
"1130" 38 "2" 2 "3" "2" 8 6 10 8 10 8 9 10 2 1
"1131" 51 "1" 51 "0" "3" 8 9 8 3 0 7 8 10 3 1
"1132" 41 "2" 2 "7" "2" 8 7 8 5 10 9 9 10 2 1
"1133" 42 "2" 2 "8" "3" 7 9 9 9 8 7 5 10 2 1
"1134" 65 "2" 2 "7" "3" 9 9 5 7 9 9 8 9 2 1
"1135" 57 "2" 2 "8" "2" 6 6 9 8 7 8 8 10 1 1
"1136" 57 "1" 57 "0" "3" 8 1 6 4 0 7 7 6 1 1
"1137" 67 "1" 67 "0" "3" 8 7 9 7 7 8 9 10 1 1
"1138" 31 "2" 2 "8" "2" 6 8 4 8 8 10 7 10 1 3
"1139" 31 "2" 2 "8" "2" 6 8 4 8 8 10 7 10 1 3
"1140" 31 "2" 2 "8" "2" 6 8 4 8 8 10 7 10 1 3
"1141" 31 "2" 2 "8" "2" 6 8 4 8 8 10 7 10 1 3
"1142" 31 "2" 2 "8" "2" 6 8 4 8 8 10 7 10 1 3
"1143" 31 "2" 2 "8" "2" 6 8 4 8 8 10 7 10 1 3
"1144" 31 "2" 2 "8" "2" 6 8 4 8 8 10 7 10 1 3
"1145" 31 "2" 2 "8" "2" 6 8 4 8 8 10 7 10 1 3
"1146" 31 "2" 2 "8" "2" 6 8 4 8 8 10 7 10 1 3
"1147" 30 "1" 30 "0" "2" 10 9 10 8 9 9 7 10 1 1
"1148" 34 "1" 34 "0" "2" 8 2 8 5 4 9 9 8 3 1
"1149" 76 "1" 76 "0" "3" 9 2 7 9 0 9 9 9 1 1
"1150" 81 "1" 81 "0" "3" 7 0 7 8 5 8 8 9 1 1
"1151" 50 "1" 50 "0" "2" 8 7 7 7 7 5 5 8 3 2
"1152" 50 "1" 50 "0" "2" 8 7 7 7 7 5 5 8 3 2
"1153" 50 "1" 50 "0" "2" 8 7 7 7 7 5 5 8 3 2
"1154" 50 "1" 50 "0" "2" 8 7 7 7 7 5 5 8 3 2
"1155" 51 "1" 51 "0" "3" 4 4 5 3 0 8 8 8 1 1
"1156" 66 "1" 66 "0" "3" 8 7 4 7 7 8 8 8 1 1
"1157" 79 "1" 79 "0" "3" 10 9 8 10 10 10 9 10 2 1
"1158" 57 "2" 2 "9" "3" 10 9 10 5 10 10 10 10 1 1
"1159" 44 "2" 2 "8" "2" 7 4 7 8 6 6 4 7 1 1
"1160" 49 "1" 49 "0" "3" 8 7 6 8 6 6 4 7 1 1
"1161" 62 "1" 62 "0" "3" 6 9 6 4 6 7 7 7 1 1
"1162" 32 "2" 2 "8" "3" 10 6 10 10 10 10 10 10 2 1
"1163" 50 "2" 2 "9" "3" 8 8 8 10 10 9 8 9 1 1
"1164" 41 "2" 2 "1" "3" 3 0 3 0 3 7 7 10 2 1
"1165" 49 "2" 2 "8" "1" 9 10 8 5 9 8 8 9 1 1
"1166" 48 "2" 2 "5" "2" 10 5 10 6 5 10 10 10 1 1
"1167" 72 "1" 72 "0" "3" 10 9 9 9 8 8 8 10 1 1
"1168" 48 "1" 48 "0" "3" 8 3 8 5 4 7 8 9 2 1
"1169" 64 "1" 64 "0" "3" 8 5 8 6 9 9 9 10 1 1
"1170" 53 "1" 53 "0" "3" 8 9 2 6 10 7 10 10 3 1
"1171" 47 "1" 47 "0" "3" 10 8 8 9 10 10 10 10 2 1
"1172" 55 "1" 55 "0" "2" 10 10 10 10 10 10 10 10 2 1
"1173" 66 "1" 66 "0" "3" 10 9 10 10 10 10 10 10 1 1
"1174" 43 "2" 2 "5" "2" 10 10 10 10 10 10 10 10 1 1
"1175" 69 "1" 69 "0" "3" 5 5 5 5 10 10 10 10 2 1
"1176" 42 "1" 42 "0" "2" 8 8 8 8 9 7 8 9 1 1
"1177" 72 "1" 72 "0" "3" 9 9 4 6 5 5 4 8 2 1
"1178" 66 "1" 66 "0" "3" 10 10 6 10 10 7 10 10 1 1
"1179" 48 "1" 48 "0" "2" 10 10 10 10 10 10 10 10 3 1
"1180" 44 "1" 44 "0" "3" 10 3 10 10 10 10 10 10 3 1
"1181" 41 "2" 2 "3" "2" 7 1 2 8 4 7 0 7 1 1
"1182" 82 "2" 2 "1" "3" 1 9 1 6 1 1 2 1 1 1
"1183" 41 "2" 2 "1" "2" 8 6 9 6 9 9 8 10 1 1
"1184" 33 "1" 33 "0" "2" 7 5 7 6 5 8 10 10 1 1
"1185" 63 "1" 63 "0" "3" 7 4 8 10 7 3 5 10 1 1
"1186" 66 "1" 66 "0" "3" 8 8 8 8 7 8 8 8 1 1
"1187" 56 "2" 2 "7" "3" 9 8 8 8 7 9 9 10 1 1
"1188" 67 "1" 67 "0" "3" 10 10 4 10 10 10 10 10 1 1
"1189" 82 "1" 82 "0" "3" 5 9 5 10 8 5 7 10 1 1
"1190" 33 "2" 2 "8" "2" 9 10 10 9 9 9 10 10 1 1
"1191" 26 "1" 26 "0" "2" 10 6 10 10 8 10 6 10 1 1
"1192" 81 "1" 81 "0" "3" 9 8 4 8 8 7 4 8 1 1
"1193" 35 "1" 35 "0" "1" 10 8 10 10 10 6 5 10 1 1
"1194" 34 "1" 34 "0" "3" 10 8 10 10 10 8 10 10 2 1
"1195" 48 "1" 48 "0" "2" 9 8 8 9 8 8 8 9 1 1
"1196" 22 "1" 22 "0" "2" 5 7 5 0 0 2 3 10 1 1
"1197" 54 "1" 54 "0" "3" 6 5 9 10 0 6 8 9 3 2
"1198" 54 "1" 54 "0" "3" 6 5 9 10 0 6 8 9 3 2
"1199" 54 "1" 54 "0" "3" 6 5 9 10 0 6 8 9 3 2
"1200" 54 "1" 54 "0" "3" 6 5 9 10 0 6 8 9 3 2
"1201" 20 "1" 20 "0" "2" 8 7 8 5 8 9 9 10 1 1
"1202" 73 "1" 73 "0" "3" 6 5 8 7 7 8 7 8 4 2
"1203" 73 "1" 73 "0" "3" 6 5 8 7 7 8 7 8 4 2
"1204" 73 "1" 73 "0" "3" 6 5 8 7 7 8 7 8 4 2
"1205" 73 "1" 73 "0" "3" 6 5 8 7 7 8 7 8 4 2
"1206" 31 "2" 2 "8" "2" 9 8 10 8 9 8 7 10 1 1
"1207" 40 "1" 40 "0" "3" 7 6 9 9 7 8 7 8 2 1
"1208" 46 "1" 46 "0" "3" 6 6 6 5 7 7 7 10 2 1
"1209" 69 "1" 69 "0" "3" 10 5 7 5 9 7 7 10 1 1
"1210" 56 "1" 56 "0" "3" 10 0 7 8 9 4 2 10 3 1
"1211" 78 "1" 78 "0" "3" 8 8 8 9 0 8 8 10 2 1
"1212" 38 "2" 2 "4" "2" 6 6 6 6 6 7 7 7 4 1
"1213" 39 "1" 39 "0" "3" 9 9 8 8 0 8 8 10 4 1
"1214" 40 "1" 40 "0" "2" 7 7 7 7 7 6 7 7 3 1
"1215" 31 "1" 31 "0" "2" 9 5 10 8 10 10 10 10 1 1
"1216" 75 "1" 75 "0" "2" 7 9 5 10 7 7 7 7 2 1
"1217" 29 "1" 29 "0" "3" 9 4 8 8 9 8 7 8 5 1
"1218" 60 "1" 60 "0" "3" 10 10 5 8 10 10 10 10 1 1
"1219" 48 "2" 2 "1" "3" 10 10 10 10 10 10 10 10 1 1
"1220" 49 "1" 49 "0" "3" 10 8 10 7 10 10 10 10 1 1
"1221" 47 "1" 47 "0" "2" 7 9 6 9 7 10 10 7 1 1
"1222" 29 "2" 2 "9" "3" 7 8 8 8 8 10 5 10 3 1
"1223" 64 "1" 64 "0" "3" 10 7 10 10 10 10 10 10 2 1
"1224" 45 "1" 45 "0" "3" 5 9 3 0 0 2 5 8 1 1
"1225" 89 "1" 89 "0" "3" 8 9 8 10 0 10 10 10 1 1
"1226" 26 "1" 26 "0" "2" 10 9 2 9 0 10 10 10 2 1
"1227" 55 "1" 55 "0" "3" 10 0 10 8 10 10 10 10 1 1
"1228" 53 "1" 53 "0" "2" 7 6 7 9 5 3 2 9 1 1
"1229" 75 "2" 2 "5" "3" 7 5 5 5 2 7 8 10 1 1
"1230" 53 "1" 53 "0" "3" 3 1 6 7 2 3 5 8 1 1
"1231" 90 "1" 90 "0" "3" 9 9 7 10 0 9 10 9 1 1
"1232" 29 "1" 29 "0" "2" 5 3 8 7 0 6 5 10 3 1
"1233" 84 "1" 84 "0" "3" 10 4 4 4 10 10 10 10 1 1
"1234" 38 "2" 2 "9" "3" 4 2 8 10 10 1 9 6 2 1
"1235" 23 "1" 23 "0" "3" 7 0 2 9 4 3 6 10 2 1
"1236" 74 "1" 74 "0" "3" 8 5 3 5 6 10 8 10 2 1
"1237" 30 "1" 30 "0" "3" 9 7 7 9 4 9 5 9 3 1
"1238" 45 "2" 2 "9" "3" 4 2 4 5 2 5 5 3 2 1
"1239" 33 "2" 2 "3" "2" 8 5 8 8 8 6 8 10 5 1
"1240" 38 "2" 2 "0" "2" 8 8 10 8 8 9 7 10 1 1
"1241" 57 "1" 57 "0" "3" 10 3 5 10 9 6 2 9 3 1
"1242" 45 "1" 45 "0" "2" 10 10 10 10 10 10 9 10 2 1
"1243" 87 "2" 2 "9" "3" 8 9 6 7 7 8 8 9 1 1
"1244" 51 "1" 51 "0" "3" 6 9 8 7 7 8 8 7 2 1
"1245" 54 "1" 54 "0" "3" 10 10 10 10 10 10 10 10 1 1
"1246" 39 "2" 2 "8" "2" 10 10 10 10 10 10 10 10 2 1
"1247" 47 "1" 47 "0" "1" 10 10 10 10 10 10 10 10 2 1
"1248" 45 "1" 45 "0" "2" 8 9 8 2 4 7 7 8 2 1
"1249" 41 "1" 41 "0" "2" 10 10 10 10 10 10 10 10 2 1
"1250" 40 "1" 40 "0" "2" 8 5 8 7 6 7 6 7 3 1
"1251" 48 "1" 48 "0" "2" 0 9 0 4 0 4 5 10 2 2
"1252" 48 "1" 48 "0" "2" 0 9 0 4 0 4 5 10 2 2
"1253" 48 "1" 48 "0" "2" 0 9 0 4 0 4 5 10 2 2
"1254" 48 "1" 48 "0" "2" 0 9 0 4 0 4 5 10 2 2
"1255" 43 "2" 2 "8" "2" 6 6 9 3 9 9 8 10 1 1
"1256" 60 "1" 60 "0" "3" 9 8 8 8 9 9 7 9 2 1
"1257" 32 "2" 2 "4" "2" 9 8 8 0 8 9 8 10 1 1
"1258" 29 "2" 2 "8" "2" 9 8 8 5 8 8 8 10 3 1
"1259" 47 "2" 2 "3" "3" 8 5 8 7 7 7 6 7 1 1
"1260" 58 "1" 58 "0" "3" 9 8 8 6 7 8 9 9 1 1
"1261" 65 "1" 65 "0" "3" 8 8 9 8 8 9 8 9 1 1
"1262" 45 "1" 45 "0" "2" 8 9 9 6 9 8 6 10 1 1
"1263" 43 "2" 2 "1" "2" 8 6 4 8 8 8 2 8 1 1
"1264" 58 "2" 2 "8" "3" 10 9 10 6 10 10 10 10 2 1
"1265" 37 "1" 37 "0" "2" 9 9 9 8 8 9 8 9 2 1
"1266" 57 "1" 57 "0" "3" 9 9 8 1 8 8 8 10 1 1
"1267" 37 "1" 37 "0" "2" 8 9 9 9 9 9 9 9 1 1
"1268" 40 "1" 40 "0" "2" 9 8 10 5 9 9 8 10 2 1
"1269" 60 "1" 60 "0" "2" 8 8 7 10 9 9 8 10 1 1
"1270" 51 "1" 51 "0" "3" 6 2 5 3 9 9 9 9 1 1
"1271" 53 "1" 53 "0" "2" 9 7 10 10 5 10 6 10 2 1
"1272" 62 "1" 62 "0" "3" 7 3 5 4 9 8 9 10 1 1
"1273" 54 "1" 54 "0" "3" 10 0 0 5 0 6 6 5 2 1
"1274" 76 "1" 76 "0" "3" 10 9 5 10 0 10 10 10 1 1
"1275" 41 "1" 41 "0" "2" 6 6 5 5 5 7 5 10 3 1
"1276" 55 "1" 55 "0" "3" 7 8 8 7 9 8 8 7 1 1
"1277" 48 "1" 48 "0" "3" 10 6 6 9 10 7 8 10 1 1
"1278" 40 "2" 2 "8" "3" 8 6 8 8 8 8 8 9 1 1
"1279" 23 "2" 2 "8" "2" 7 7 6 7 6 8 7 9 1 1
"1280" 66 "1" 66 "0" "3" 6 9 2 8 6 7 6 8 1 1
"1281" 37 "2" 2 "8" "2" 5 5 5 5 3 5 5 8 1 1
"1282" 77 "1" 77 "0" "3" 0 9 0 8 0 0 0 5 1 1
"1283" 44 "1" 44 "0" "2" 7 7 7 7 7 7 7 9 2 1
"1284" 74 "1" 74 "0" "3" 7 9 7 9 7 10 10 10 1 1
"1285" 31 "1" 31 "0" "2" 10 8 10 9 10 10 10 10 3 1
"1286" 51 "1" 51 "0" "3" 10 10 10 10 10 10 10 10 4 1
"1287" 24 "1" 24 "0" "2" 8 8 7 5 7 6 3 10 1 1
"1288" 16 "1" 16 "0" "2" 7 8 8 8 8 10 8 10 1 1
"1289" 42 "2" 2 "3" "2" 10 7 8 8 7 8 7 10 3 1
"1290" 55 "1" 55 "0" "3" 8 8 8 8 8 8 8 10 1 1
"1291" 35 "1" 35 "0" "2" 8 9 8 9 9 10 9 10 2 1
"1292" 66 "1" 66 "0" "3" 8 8 8 8 8 7 2 10 1 1
"1293" 61 "2" 2 "5" "3" 5 5 8 8 10 5 10 9 1 1
"1294" 38 "1" 38 "0" "2" 10 8 9 8 8 9 10 10 1 1
"1295" 79 "1" 79 "0" "3" 9 9 5 8 2 7 7 8 2 1
"1296" 73 "1" 73 "0" "3" 6 4 7 9 3 7 7 8 1 1
"1297" 46 "1" 46 "0" "1" 10 10 10 10 9 10 10 10 2 1
"1298" 49 "2" 2 "8" "2" 10 10 10 10 10 10 9 10 1 1
"1299" 69 "2" 2 "9" "3" 9 6 8 8 8 5 5 7 1 1
"1300" 26 "2" 2 "9" "2" 8 7 9 9 9 9 9 8 1 1
"1301" 76 "1" 76 "0" "3" 9 8 6 6 7 6 7 7 1 1
"1302" 48 "1" 48 "0" "3" 10 5 7 7 8 4 3 10 2 1
"1303" 39 "1" 39 "0" "2" 7 5 7 5 6 7 7 9 3 1
"1304" 53 "1" 53 "0" "3" 8 5 10 3 7 10 10 10 1 1
"1305" 82 "1" 82 "0" "3" 7 6 7 8 7 7 6 9 3 1
"1306" 44 "2" 2 "3" "2" 5 7 0 7 7 5 5 9 3 1
"1307" 40 "1" 40 "0" "3" 7 5 9 8 7 6 6 10 5 1
"1308" 37 "1" 37 "0" "2" 9 7 8 7 10 9 10 10 2 1
"1309" 25 "1" 25 "0" "2" 8 6 10 8 8 8 8 10 1 1
"1310" 34 "1" 34 "0" "3" 8 6 10 10 3 8 9 10 2 1
"1311" 67 "2" 2 "8" "3" 10 9 9 9 10 10 10 10 1 1
"1312" 35 "1" 35 "0" "2" 10 5 4 5 9 8 1 10 1 1
"1313" 60 "2" 2 "8" "3" 9 7 10 7 8 9 9 10 1 1
"1314" 52 "2" 2 "7" "3" 10 7 10 7 6 10 9 10 1 1
"1315" 79 "1" 79 "0" "3" 8 7 7 8 7 8 7 9 1 1
"1316" 80 "1" 80 "0" "3" 8 8 7 8 5 9 9 10 1 1
"1317" 73 "1" 73 "0" "3" 9 9 9 8 8 10 10 9 1 1
"1318" 63 "1" 63 "0" "3" 10 10 9 9 8 10 10 10 2 1
"1319" 59 "1" 59 "0" "3" 7 9 8 7 10 7 9 10 1 1
"1320" 25 "2" 2 "9" "3" 5 5 10 9 5 3 4 8 3 1
"1321" 43 "2" 2 "9" "3" 10 7 10 8 10 6 5 9 2 1
"1322" 33 "2" 2 "9" "3" 8 6 8 7 8 9 8 10 3 1
"1323" 26 "2" 2 "8" "2" 10 10 10 10 10 5 5 10 2 1
"1324" 53 "2" 2 "7" "3" 6 5 3 8 8 7 6 7 1 1
"1325" 42 "1" 42 "0" "3" 10 10 10 10 10 10 10 10 1 1
"1326" 26 "1" 26 "0" "3" 7 7 9 10 10 8 8 8 1 1
"1327" 51 "1" 51 "0" "3" 10 4 10 10 6 10 10 10 2 1
"1328" 47 "1" 47 "0" "3" 10 7 10 5 10 8 7 10 1 1
"1329" 55 "1" 55 "0" "3" 2 9 8 10 10 8 8 10 1 1
"1330" 38 "1" 38 "0" "2" 10 10 10 10 10 10 10 10 2 1
"1331" 52 "2" 2 "8" "3" 9 8 8 8 8 8 8 10 3 1
"1332" 54 "1" 54 "0" "3" 9 9 8 8 6 8 8 8 1 1
"1333" 44 "2" 2 "8" "2" 8 6 9 10 8 7 5 10 2 1
"1334" 29 "1" 29 "0" "2" 9 7 9 8 6 9 6 10 1 1
"1335" 55 "2" 2 "7" "3" 10 8 8 10 7 10 10 9 1 1
"1336" 60 "1" 60 "0" "2" 9 9 8 8 8 3 8 9 1 1
"1337" 43 "2" 2 "8" "2" 8 9 8 8 8 7 8 8 1 1
"1338" 52 "1" 52 "0" "3" 6 6 6 7 6 7 7 8 1 1
"1339" 72 "1" 72 "0" "3" 10 9 8 10 10 9 10 10 1 1
"1340" 25 "1" 25 "0" "2" 10 5 10 7 10 8 8 10 2 1
"1341" 37 "1" 37 "0" "2" 8 5 8 8 7 8 8 7 3 1
"1342" 31 "2" 2 "1" "2" 8 0 8 7 0 7 7 6 3 1
"1343" 52 "1" 52 "0" "3" 8 5 6 7 7 6 7 7 1 1
"1344" 75 "1" 75 "0" "3" 8 5 6 5 6 7 7 10 2 1
"1345" 52 "1" 52 "0" "3" 10 5 10 10 7 7 7 10 2 1
"1346" 60 "1" 60 "0" "3" 8 9 4 8 3 7 7 10 1 1
"1347" 58 "2" 2 "8" "3" 8 5 7 10 5 8 8 10 2 1
"1348" 29 "1" 29 "0" "3" 9 5 7 6 7 8 8 10 1 1
"1349" 46 "2" 2 "9" "3" 10 9 7 9 5 10 10 10 2 1
"1350" 34 "1" 34 "0" "2" 7 5 6 6 7 5 6 8 2 1
"1351" 63 "2" 2 "8" "3" 9 9 10 7 9 9 9 10 1 1
"1352" 31 "1" 31 "0" "2" 5 6 8 10 4 5 5 10 1 1
"1353" 55 "1" 55 "0" "2" 10 9 6 8 7 6 8 10 2 1
"1354" 51 "1" 51 "0" "2" 8 4 3 8 4 10 10 10 1 1
"1355" 38 "1" 38 "0" "2" 8 3 8 8 3 3 7 10 1 1
"1356" 45 "1" 45 "0" "3" 6 5 7 4 5 5 6 6 1 1
"1357" 31 "1" 31 "0" "2" 6 4 4 2 0 7 7 8 1 1
"1358" 75 "1" 75 "0" "3" 8 7 8 8 9 9 10 10 1 1
"1359" 34 "2" 2 "3" "2" 7 1 6 6 6 7 6 8 1 1
"1360" 73 "1" 73 "0" "3" 7 5 5 4 6 7 6 10 2 1
"1361" 65 "1" 65 "0" "3" 10 6 5 5 8 7 8 10 1 1
"1362" 69 "1" 69 "0" "2" 8 2 7 8 8 10 10 10 3 1
"1363" 69 "1" 69 "0" "3" 5 9 1 9 10 3 10 8 4 2
"1364" 69 "1" 69 "0" "3" 5 9 1 9 10 3 10 8 4 2
"1365" 69 "1" 69 "0" "3" 5 9 1 9 10 3 10 8 4 2
"1366" 69 "1" 69 "0" "3" 5 9 1 9 10 3 10 8 4 2
"1367" 59 "2" 2 "3" "3" 7 5 1 5 8 8 8 9 2 1
"1368" 21 "2" 2 "8" "2" 5 10 10 10 10 5 10 10 1 2
"1369" 21 "2" 2 "8" "2" 5 10 10 10 10 5 10 10 1 2
"1370" 21 "2" 2 "8" "2" 5 10 10 10 10 5 10 10 1 2
"1371" 21 "2" 2 "8" "2" 5 10 10 10 10 5 10 10 1 2
"1372" 35 "1" 35 "0" "1" 10 10 10 10 10 9 10 10 1 1
"1373" 62 "2" 2 "3" "2" 10 4 10 10 10 8 8 10 3 1
"1374" 47 "2" 2 "5" "3" 10 5 8 9 10 10 10 10 3 1
"1375" 58 "2" 2 "9" "3" 3 2 6 10 1 0 0 8 1 1
"1376" 39 "1" 39 "0" "2" 10 8 9 8 10 9 9 10 2 1
"1377" 57 "2" 2 "9" "3" 7 7 8 6 8 7 8 7 1 1
"1378" 50 "1" 50 "0" "3" 8 6 8 8 8 7 6 7 3 1
"1379" 34 "2" 2 "9" "3" 7 4 7 7 7 8 8 8 2 1
"1380" 45 "1" 45 "0" "2" 10 8 10 10 10 10 10 10 1 1
"1381" 54 "1" 54 "0" "3" 8 8 8 8 8 8 8 10 1 1
"1382" 50 "1" 50 "0" "3" 10 8 9 7 8 8 8 8 1 1
"1383" 35 "1" 35 "0" "2" 9 3 9 3 5 8 8 10 2 1
"1384" 24 "1" 24 "0" "2" 9 7 8 7 4 8 7 10 1 1
"1385" 39 "1" 39 "0" "3" 7 2 4 8 8 8 7 10 1 1
"1386" 51 "1" 51 "0" "2" 8 5 4 7 8 6 6 10 1 1
"1387" 44 "1" 44 "0" "2" 9 8 8 9 8 8 6 8 1 1
"1388" 36 "1" 36 "0" "2" 9 6 8 7 8 9 9 8 3 2
"1389" 36 "1" 36 "0" "2" 9 6 8 7 8 9 9 8 3 2
"1390" 36 "1" 36 "0" "2" 9 6 8 7 8 9 9 8 3 2
"1391" 36 "1" 36 "0" "2" 9 6 8 7 8 9 9 8 3 2
"1392" 46 "1" 46 "0" "3" 8 3 9 8 8 9 8 9 1 1
"1393" 49 "1" 49 "0" "3" 9 6 8 7 8 8 7 10 1 1
"1394" 41 "1" 41 "0" "2" 6 3 5 7 5 7 6 8 1 1
"1395" 34 "1" 34 "0" "2" 5 6 5 6 7 6 7 8 4 2
"1396" 34 "1" 34 "0" "2" 5 6 5 6 7 6 7 8 4 2
"1397" 34 "1" 34 "0" "2" 5 6 5 6 7 6 7 8 4 2
"1398" 34 "1" 34 "0" "2" 5 6 5 6 7 6 7 8 4 2
"1399" 37 "1" 37 "0" "2" 10 6 7 8 9 8 8 10 4 2
"1400" 37 "1" 37 "0" "2" 10 6 7 8 9 8 8 10 4 2
"1401" 37 "1" 37 "0" "2" 10 6 7 8 9 8 8 10 4 2
"1402" 37 "1" 37 "0" "2" 10 6 7 8 9 8 8 10 4 2
"1403" 55 "1" 55 "0" "3" 6 9 5 7 3 7 8 7 1 1
"1404" 31 "1" 31 "0" "2" 6 6 10 7 8 8 8 8 4 1
"1405" 38 "1" 38 "0" "2" 8 6 9 10 7 8 8 8 2 1
"1406" 82 "1" 82 "0" "3" 7 7 7 7 6 6 6 7 1 1
"1407" 63 "2" 2 "9" "3" 7 9 6 7 5 8 9 10 1 1
"1408" 49 "2" 2 "3" "3" 8 8 9 8 6 5 6 4 1 1
"1409" 63 "1" 63 "0" "3" 7 8 6 8 6 7 6 7 1 1
"1410" 28 "2" 2 "7" "3" 7 6 6 8 4 7 6 8 2 1
"1411" 66 "1" 66 "0" "3" 8 8 8 8 8 7 8 8 1 1
"1412" 74 "1" 74 "0" "3" 10 9 4 8 5 10 10 10 1 1
"1413" 65 "1" 65 "0" "2" 6 7 6 8 7 10 10 10 1 1
"1414" 34 "2" 2 "8" "2" 10 6 10 10 7 10 6 10 3 1
"1415" 59 "1" 59 "0" "3" 9 9 9 9 5 9 9 9 3 1
"1416" 44 "1" 44 "0" "3" 10 5 8 5 9 10 10 10 2 1
